test model relativeRisk haplotypeLength recFrac Training_mTDT2G_cv2_useDistances_01 Training_mTDT2G_cv2_useDistances_05 Training_mTDT2G_cv2_useDistances_001 Training_mTDT2G_cv2_useDistances_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_mTDT_01 Training_mTDT_05 Training_mTDT_001 Training_mTDT_005 Training_mTDT2G_cv5_useDistances_01 Training_mTDT2G_cv5_useDistances_05 Training_mTDT2G_cv5_useDistances_001 Training_mTDT2G_cv5_useDistances_005 
PowerTwoLoci Modified 2.6 6 0.0001500 0.07 0.2 0.04 0.06 0.09 0.24 0.03 0.07 0.12 0.25 0.05 0.09 0.05 0.12 0.03 0.04
PowerTwoLoci Modified 2.6 6 0.0002000 0.09 0.19 0.05 0.07 0.16 0.26 0.1 0.12 0.14 0.25 0.08 0.12 0.06 0.14 0.05 0.06
PowerTwoLoci Additive 1.2 8 0.0000000 0.58 0.66 0.5 0.56 0.58 0.66 0.49 0.54 0.63 0.7 0.53 0.58 0.53 0.6 0.44 0.48
PowerTwoLoci Additive 1.2 8 0.0000500 0.19 0.3 0.15 0.18 0.22 0.36 0.15 0.19 0.26 0.4 0.16 0.2 0.18 0.3 0.13 0.15
PowerTwoLoci Additive 1.2 8 0.0001000 0.12 0.18 0.06 0.1 0.12 0.17 0.07 0.11 0.12 0.18 0.06 0.12 0.11 0.17 0.07 0.09
PowerTwoLoci Additive 1.2 8 0.0001500 0.07 0.12 0.02 0.06 0.06 0.16 0.02 0.05 0.07 0.2 0.04 0.06 0.05 0.1 0.02 0.05
PowerTwoLoci Additive 1.2 8 0.0002000 0.07 0.11 0.04 0.05 0.05 0.16 0.05 0.05 0.06 0.17 0.05 0.05 0.07 0.13 0.04 0.05
PowerTwoLoci Additive 1.6 8 0.0000000 0.63 0.7 0.54 0.59 0.61 0.64 0.52 0.57 0.63 0.7 0.55 0.61 0.54 0.69 0.49 0.53
PowerTwoLoci Additive 1.6 8 0.0000500 0.25 0.36 0.17 0.23 0.28 0.39 0.16 0.23 0.31 0.44 0.19 0.29 0.26 0.36 0.13 0.21
PowerTwoLoci Additive 1.6 8 0.0001000 0.13 0.2 0.07 0.1 0.14 0.22 0.08 0.14 0.15 0.23 0.09 0.14 0.09 0.19 0.04 0.09
PowerTwoLoci Additive 1.6 8 0.0001500 0.07 0.19 0.03 0.06 0.06 0.17 0.03 0.06 0.06 0.2 0.05 0.05 0.05 0.13 0.03 0.05
PowerTwoLoci Additive 1.6 8 0.0002000 0.06 0.16 0.04 0.05 0.09 0.17 0.05 0.09 0.1 0.16 0.06 0.07 0.07 0.11 0.02 0.03
PowerTwoLoci Additive 2.0 8 0.0000000 0.63 0.7 0.54 0.62 0.6 0.68 0.54 0.59 0.64 0.7 0.59 0.63 0.6 0.64 0.54 0.58
PowerTwoLoci Additive 2.0 8 0.0000500 0.32 0.39 0.23 0.29 0.33 0.44 0.23 0.32 0.38 0.48 0.28 0.33 0.32 0.42 0.2 0.26
PowerTwoLoci Additive 2.0 8 0.0001000 0.1 0.21 0.08 0.1 0.18 0.25 0.11 0.15 0.19 0.27 0.1 0.15 0.12 0.18 0.08 0.11
PowerTwoLoci Additive 2.0 8 0.0001500 0.07 0.16 0.03 0.06 0.1 0.24 0.02 0.06 0.12 0.23 0.04 0.09 0.06 0.14 0.02 0.04
PowerTwoLoci Additive 2.0 8 0.0002000 0.08 0.19 0.05 0.07 0.12 0.21 0.08 0.08 0.12 0.2 0.07 0.08 0.05 0.1 0.04 0.05
PowerTwoLoci Additive 2.4 8 0.0000000 0.67 0.73 0.59 0.63 0.64 0.72 0.59 0.63 0.67 0.72 0.61 0.66 0.62 0.7 0.55 0.6
PowerTwoLoci Additive 2.4 8 0.0000500 0.35 0.43 0.27 0.32 0.38 0.49 0.28 0.36 0.4 0.54 0.34 0.37 0.31 0.42 0.24 0.29
PowerTwoLoci Additive 2.4 8 0.0001000 0.17 0.23 0.07 0.11 0.21 0.26 0.13 0.19 0.22 0.29 0.14 0.2 0.13 0.2 0.09 0.11
PowerTwoLoci Additive 2.4 8 0.0001500 0.1 0.18 0.03 0.07 0.13 0.26 0.03 0.12 0.14 0.29 0.07 0.13 0.09 0.16 0.03 0.07
PowerTwoLoci Additive 2.4 8 0.0002000 0.1 0.21 0.05 0.07 0.13 0.23 0.08 0.12 0.15 0.25 0.08 0.13 0.09 0.15 0.05 0.09
PowerTwoLoci Additive 2.6 8 0.0000000 0.66 0.7 0.61 0.63 0.65 0.7 0.61 0.64 0.69 0.71 0.62 0.67 0.65 0.67 0.59 0.62
PowerTwoLoci Additive 2.6 8 0.0000500 0.37 0.47 0.26 0.33 0.4 0.5 0.28 0.35 0.43 0.53 0.34 0.41 0.36 0.44 0.28 0.34
PowerTwoLoci Additive 2.6 8 0.0001000 0.13 0.25 0.07 0.11 0.24 0.29 0.14 0.21 0.24 0.29 0.14 0.22 0.13 0.22 0.1 0.13
PowerTwoLoci Additive 2.6 8 0.0001500 0.12 0.23 0.06 0.1 0.12 0.29 0.06 0.1 0.17 0.28 0.08 0.12 0.05 0.2 0.01 0.04
PowerTwoLoci Additive 2.6 8 0.0002000 0.09 0.2 0.05 0.08 0.13 0.21 0.08 0.11 0.15 0.24 0.09 0.13 0.09 0.16 0.04 0.07
PowerTwoLoci DomOrDom 1.2 8 0.0000000 0.55 0.59 0.48 0.54 0.55 0.61 0.47 0.53 0.6 0.64 0.52 0.56 0.49 0.61 0.43 0.47
PowerTwoLoci DomOrDom 1.2 8 0.0000500 0.15 0.24 0.09 0.12 0.17 0.31 0.12 0.15 0.2 0.37 0.13 0.16 0.15 0.25 0.08 0.12
PowerTwoLoci DomOrDom 1.2 8 0.0001000 0.09 0.16 0.05 0.08 0.11 0.15 0.05 0.09 0.12 0.17 0.06 0.11 0.07 0.17 0.01 0.06
PowerTwoLoci DomOrDom 1.2 8 0.0001500 0.08 0.18 0.03 0.05 0.06 0.16 0.02 0.05 0.07 0.17 0.03 0.05 0.06 0.11 0.02 0.05
PowerTwoLoci DomOrDom 1.2 8 0.0002000 0.05 0.11 0.03 0.05 0.06 0.13 0.05 0.05 0.05 0.18 0.05 0.05 0.04 0.09 0.02 0.03
PowerTwoLoci DomOrDom 1.6 8 0.0000000 0.63 0.71 0.51 0.56 0.62 0.68 0.53 0.57 0.65 0.72 0.56 0.64 0.58 0.67 0.48 0.54
PowerTwoLoci DomOrDom 1.6 8 0.0000500 0.32 0.39 0.17 0.26 0.32 0.43 0.17 0.24 0.34 0.44 0.21 0.32 0.23 0.37 0.15 0.21
PowerTwoLoci DomOrDom 1.6 8 0.0001000 0.14 0.22 0.07 0.09 0.17 0.23 0.08 0.13 0.16 0.24 0.1 0.14 0.1 0.19 0.07 0.08
PowerTwoLoci DomOrDom 1.6 8 0.0001500 0.07 0.13 0.03 0.04 0.1 0.18 0.03 0.08 0.12 0.19 0.05 0.09 0.1 0.12 0.04 0.06
PowerTwoLoci DomOrDom 1.6 8 0.0002000 0.07 0.2 0.05 0.06 0.11 0.18 0.05 0.09 0.11 0.18 0.06 0.1 0.06 0.11 0.03 0.04
PowerTwoLoci DomOrDom 2.0 8 0.0000000 0.65 0.7 0.56 0.63 0.64 0.68 0.59 0.63 0.67 0.7 0.61 0.65 0.62 0.69 0.54 0.61
PowerTwoLoci DomOrDom 2.0 8 0.0000500 0.39 0.45 0.26 0.34 0.36 0.49 0.32 0.34 0.4 0.51 0.34 0.37 0.31 0.43 0.24 0.29
PowerTwoLoci DomOrDom 2.0 8 0.0001000 0.14 0.23 0.12 0.14 0.24 0.28 0.13 0.22 0.25 0.28 0.15 0.24 0.15 0.22 0.1 0.12
PowerTwoLoci DomOrDom 2.0 8 0.0001500 0.09 0.17 0.05 0.06 0.11 0.26 0.05 0.09 0.12 0.26 0.06 0.12 0.05 0.14 0.03 0.04
PowerTwoLoci DomOrDom 2.0 8 0.0002000 0.11 0.18 0.05 0.09 0.15 0.22 0.09 0.13 0.15 0.22 0.08 0.14 0.11 0.15 0.04 0.1
PowerTwoLoci DomOrDom 2.4 8 0.0000000 0.66 0.72 0.61 0.65 0.66 0.72 0.61 0.64 0.69 0.74 0.64 0.67 0.68 0.72 0.61 0.65
PowerTwoLoci DomOrDom 2.4 8 0.0000500 0.39 0.47 0.31 0.33 0.45 0.48 0.35 0.38 0.46 0.51 0.38 0.45 0.37 0.46 0.29 0.36
PowerTwoLoci DomOrDom 2.4 8 0.0001000 0.17 0.22 0.12 0.15 0.27 0.32 0.19 0.25 0.28 0.33 0.19 0.26 0.18 0.29 0.11 0.15
PowerTwoLoci DomOrDom 2.4 8 0.0001500 0.15 0.22 0.07 0.11 0.16 0.35 0.06 0.11 0.18 0.34 0.08 0.12 0.09 0.2 0.03 0.07
PowerTwoLoci DomOrDom 2.4 8 0.0002000 0.11 0.2 0.04 0.09 0.17 0.27 0.1 0.13 0.18 0.3 0.11 0.14 0.1 0.17 0.04 0.07
PowerTwoLoci DomOrDom 2.6 8 0.0000000 0.69 0.69 0.63 0.67 0.67 0.74 0.62 0.64 0.71 0.76 0.65 0.67 0.67 0.72 0.63 0.65
PowerTwoLoci DomOrDom 2.6 8 0.0000500 0.43 0.53 0.36 0.43 0.44 0.53 0.37 0.41 0.49 0.53 0.42 0.46 0.44 0.51 0.3 0.38
PowerTwoLoci DomOrDom 2.6 8 0.0001000 0.17 0.28 0.11 0.15 0.27 0.33 0.19 0.25 0.28 0.37 0.21 0.27 0.16 0.21 0.11 0.14
PowerTwoLoci DomOrDom 2.6 8 0.0001500 0.12 0.2 0.02 0.11 0.15 0.33 0.09 0.1 0.18 0.34 0.08 0.12 0.1 0.22 0.04 0.08
PowerTwoLoci DomOrDom 2.6 8 0.0002000 0.13 0.23 0.07 0.09 0.17 0.27 0.1 0.14 0.18 0.28 0.12 0.15 0.1 0.14 0.05 0.1
PowerTwoLoci DomAndDom 1.2 8 0.0000000 0.55 0.59 0.48 0.54 0.55 0.61 0.47 0.53 0.6 0.64 0.52 0.56 0.49 0.61 0.43 0.47
PowerTwoLoci DomAndDom 1.2 8 0.0000500 0.15 0.24 0.09 0.11 0.17 0.31 0.12 0.15 0.2 0.37 0.13 0.16 0.15 0.25 0.08 0.12
PowerTwoLoci DomAndDom 1.2 8 0.0001000 0.09 0.16 0.05 0.08 0.11 0.15 0.05 0.09 0.12 0.17 0.06 0.11 0.07 0.17 0.02 0.05
PowerTwoLoci DomAndDom 1.2 8 0.0001500 0.08 0.18 0.03 0.05 0.06 0.16 0.02 0.05 0.07 0.17 0.03 0.05 0.06 0.11 0.02 0.05
PowerTwoLoci DomAndDom 1.2 8 0.0002000 0.05 0.11 0.03 0.05 0.06 0.13 0.05 0.05 0.05 0.18 0.05 0.05 0.04 0.09 0.02 0.03
PowerTwoLoci DomAndDom 1.6 8 0.0000000 0.63 0.71 0.51 0.56 0.62 0.68 0.53 0.57 0.65 0.72 0.56 0.64 0.58 0.67 0.48 0.54
PowerTwoLoci DomAndDom 1.6 8 0.0000500 0.31 0.4 0.17 0.26 0.31 0.43 0.17 0.24 0.34 0.44 0.21 0.31 0.23 0.37 0.14 0.21
PowerTwoLoci DomAndDom 1.6 8 0.0001000 0.15 0.2 0.07 0.1 0.17 0.23 0.08 0.13 0.16 0.24 0.11 0.14 0.1 0.18 0.07 0.08
PowerTwoLoci DomAndDom 1.6 8 0.0001500 0.08 0.13 0.03 0.04 0.09 0.18 0.03 0.08 0.11 0.19 0.05 0.08 0.09 0.12 0.03 0.05
PowerTwoLoci DomAndDom 1.6 8 0.0002000 0.07 0.18 0.05 0.06 0.11 0.18 0.05 0.09 0.11 0.18 0.06 0.1 0.06 0.11 0.03 0.04
PowerTwoLoci DomAndDom 2.0 8 0.0000000 0.65 0.7 0.56 0.63 0.64 0.68 0.59 0.63 0.67 0.7 0.61 0.65 0.62 0.69 0.54 0.61
PowerTwoLoci DomAndDom 2.0 8 0.0000500 0.38 0.44 0.26 0.34 0.36 0.49 0.32 0.34 0.4 0.51 0.34 0.37 0.31 0.43 0.24 0.29
PowerTwoLoci DomAndDom 2.0 8 0.0001000 0.14 0.22 0.12 0.14 0.24 0.28 0.13 0.22 0.25 0.28 0.15 0.24 0.14 0.22 0.09 0.12
PowerTwoLoci DomAndDom 2.0 8 0.0001500 0.08 0.18 0.05 0.07 0.11 0.27 0.05 0.09 0.12 0.26 0.06 0.12 0.07 0.15 0.03 0.04
PowerTwoLoci DomAndDom 2.0 8 0.0002000 0.12 0.17 0.06 0.09 0.15 0.22 0.09 0.13 0.15 0.22 0.08 0.14 0.11 0.16 0.04 0.1
PowerTwoLoci DomAndDom 2.4 8 0.0000000 0.66 0.72 0.61 0.65 0.66 0.72 0.61 0.64 0.69 0.74 0.64 0.67 0.68 0.72 0.61 0.65
PowerTwoLoci DomAndDom 2.4 8 0.0000500 0.39 0.47 0.31 0.33 0.45 0.48 0.35 0.38 0.46 0.51 0.38 0.45 0.37 0.46 0.29 0.36
PowerTwoLoci DomAndDom 2.4 8 0.0001000 0.17 0.23 0.12 0.16 0.27 0.32 0.19 0.25 0.28 0.33 0.19 0.26 0.18 0.27 0.11 0.15
PowerTwoLoci DomAndDom 2.4 8 0.0001500 0.13 0.23 0.05 0.1 0.15 0.35 0.06 0.1 0.18 0.34 0.07 0.12 0.1 0.21 0.03 0.08
PowerTwoLoci DomAndDom 2.4 8 0.0002000 0.14 0.21 0.04 0.1 0.17 0.26 0.1 0.13 0.18 0.29 0.11 0.14 0.1 0.18 0.04 0.07
PowerTwoLoci DomAndDom 2.6 8 0.0000000 0.69 0.69 0.63 0.67 0.67 0.74 0.62 0.64 0.71 0.76 0.65 0.67 0.67 0.72 0.63 0.65
PowerTwoLoci DomAndDom 2.6 8 0.0000500 0.43 0.53 0.36 0.43 0.44 0.53 0.37 0.41 0.49 0.53 0.42 0.46 0.44 0.51 0.3 0.38
PowerTwoLoci DomAndDom 2.6 8 0.0001000 0.17 0.25 0.12 0.15 0.27 0.33 0.19 0.25 0.28 0.37 0.21 0.27 0.16 0.21 0.1 0.14
PowerTwoLoci DomAndDom 2.6 8 0.0001500 0.11 0.21 0.02 0.1 0.15 0.32 0.09 0.1 0.18 0.34 0.08 0.12 0.12 0.22 0.04 0.09
PowerTwoLoci DomAndDom 2.6 8 0.0002000 0.13 0.25 0.07 0.1 0.17 0.27 0.1 0.15 0.18 0.28 0.12 0.15 0.1 0.14 0.05 0.09
PowerTwoLoci RecOrRec 1.2 8 0.0000000 0.5 0.56 0.43 0.48 0.51 0.6 0.44 0.48 0.53 0.62 0.48 0.52 0.47 0.56 0.4 0.46
PowerTwoLoci RecOrRec 1.2 8 0.0000500 0.14 0.28 0.08 0.12 0.16 0.33 0.12 0.14 0.2 0.33 0.12 0.19 0.13 0.23 0.06 0.11
PowerTwoLoci RecOrRec 1.2 8 0.0001000 0.07 0.18 0.03 0.05 0.1 0.15 0.03 0.08 0.11 0.17 0.03 0.08 0.08 0.14 0.03 0.05
PowerTwoLoci RecOrRec 1.2 8 0.0001500 0.06 0.15 0.02 0.04 0.04 0.13 0.01 0.03 0.04 0.14 0.02 0.03 0.03 0.06 0.01 0.01
PowerTwoLoci RecOrRec 1.2 8 0.0002000 0.07 0.13 0.03 0.04 0.05 0.15 0.04 0.05 0.07 0.13 0.05 0.06 0.04 0.14 0.03 0.04
PowerTwoLoci RecOrRec 1.6 8 0.0000000 0.56 0.66 0.47 0.53 0.56 0.65 0.47 0.52 0.6 0.7 0.51 0.57 0.5 0.63 0.45 0.47
PowerTwoLoci RecOrRec 1.6 8 0.0000500 0.18 0.28 0.11 0.12 0.18 0.36 0.11 0.14 0.23 0.38 0.12 0.2 0.16 0.3 0.09 0.14
PowerTwoLoci RecOrRec 1.6 8 0.0001000 0.06 0.11 0.04 0.06 0.12 0.19 0.06 0.1 0.12 0.21 0.06 0.11 0.1 0.21 0.02 0.06
PowerTwoLoci RecOrRec 1.6 8 0.0001500 0.08 0.14 0.04 0.05 0.07 0.14 0.04 0.05 0.08 0.16 0.04 0.08 0.04 0.12 0 0.02
PowerTwoLoci RecOrRec 1.6 8 0.0002000 0.06 0.1 0.03 0.06 0.05 0.17 0.05 0.05 0.06 0.17 0.05 0.05 0.03 0.07 0.03 0.03
PowerTwoLoci RecOrRec 2.0 8 0.0000000 0.57 0.68 0.48 0.54 0.59 0.69 0.48 0.56 0.64 0.7 0.54 0.61 0.52 0.64 0.48 0.52
PowerTwoLoci RecOrRec 2.0 8 0.0000500 0.22 0.32 0.12 0.2 0.25 0.42 0.17 0.23 0.3 0.46 0.2 0.25 0.21 0.28 0.14 0.19
PowerTwoLoci RecOrRec 2.0 8 0.0001000 0.06 0.2 0.06 0.06 0.14 0.19 0.08 0.14 0.15 0.23 0.08 0.14 0.1 0.21 0.07 0.09
PowerTwoLoci RecOrRec 2.0 8 0.0001500 0.07 0.15 0.02 0.04 0.11 0.19 0.02 0.06 0.11 0.24 0.03 0.08 0.04 0.12 0.02 0.03
PowerTwoLoci RecOrRec 2.0 8 0.0002000 0.07 0.14 0.05 0.07 0.09 0.19 0.05 0.07 0.09 0.19 0.05 0.09 0.06 0.15 0.03 0.05
PowerTwoLoci RecOrRec 2.4 8 0.0000000 0.62 0.73 0.58 0.6 0.62 0.71 0.53 0.6 0.65 0.72 0.6 0.63 0.61 0.69 0.52 0.58
PowerTwoLoci RecOrRec 2.4 8 0.0000500 0.32 0.42 0.23 0.3 0.33 0.43 0.19 0.28 0.38 0.44 0.27 0.35 0.31 0.39 0.18 0.25
PowerTwoLoci RecOrRec 2.4 8 0.0001000 0.12 0.21 0.06 0.12 0.18 0.25 0.12 0.17 0.18 0.25 0.12 0.17 0.15 0.25 0.05 0.11
PowerTwoLoci RecOrRec 2.4 8 0.0001500 0.07 0.12 0.04 0.07 0.1 0.21 0.03 0.08 0.11 0.22 0.04 0.07 0.08 0.15 0.01 0.06
PowerTwoLoci RecOrRec 2.4 8 0.0002000 0.08 0.17 0.06 0.08 0.12 0.21 0.07 0.08 0.1 0.2 0.06 0.08 0.06 0.11 0.05 0.05
PowerTwoLoci RecOrRec 2.6 8 0.0000000 0.65 0.71 0.58 0.63 0.62 0.66 0.59 0.62 0.64 0.69 0.61 0.63 0.61 0.68 0.55 0.59
PowerTwoLoci RecOrRec 2.6 8 0.0000500 0.32 0.41 0.24 0.3 0.36 0.44 0.26 0.33 0.4 0.48 0.3 0.37 0.3 0.42 0.21 0.28
PowerTwoLoci RecOrRec 2.6 8 0.0001000 0.13 0.26 0.11 0.12 0.2 0.26 0.11 0.18 0.22 0.28 0.14 0.2 0.13 0.26 0.08 0.11
PowerTwoLoci RecOrRec 2.6 8 0.0001500 0.07 0.2 0.04 0.07 0.12 0.25 0.02 0.07 0.14 0.26 0.03 0.1 0.07 0.15 0.03 0.07
PowerTwoLoci RecOrRec 2.6 8 0.0002000 0.12 0.22 0.06 0.07 0.15 0.23 0.07 0.13 0.17 0.22 0.08 0.14 0.09 0.14 0.05 0.06
PowerTwoLoci Threshold 1.2 8 0.0000000 0.5 0.56 0.43 0.48 0.51 0.6 0.44 0.48 0.53 0.62 0.48 0.52 0.47 0.56 0.4 0.46
PowerTwoLoci Threshold 1.2 8 0.0000500 0.14 0.28 0.08 0.12 0.16 0.33 0.12 0.14 0.2 0.33 0.12 0.19 0.13 0.23 0.06 0.11
PowerTwoLoci Threshold 1.2 8 0.0001000 0.07 0.18 0.03 0.05 0.1 0.15 0.03 0.08 0.11 0.17 0.03 0.08 0.08 0.14 0.03 0.05
PowerTwoLoci Threshold 1.2 8 0.0001500 0.06 0.15 0.02 0.04 0.04 0.13 0.01 0.03 0.04 0.14 0.02 0.03 0.03 0.06 0.01 0.01
PowerTwoLoci Threshold 1.2 8 0.0002000 0.07 0.13 0.03 0.04 0.05 0.15 0.04 0.05 0.07 0.13 0.05 0.06 0.04 0.14 0.03 0.04
PowerTwoLoci Threshold 1.6 8 0.0000000 0.56 0.66 0.47 0.53 0.56 0.65 0.47 0.52 0.6 0.7 0.51 0.57 0.5 0.63 0.45 0.47
PowerTwoLoci Threshold 1.6 8 0.0000500 0.18 0.28 0.11 0.12 0.18 0.36 0.11 0.14 0.23 0.38 0.12 0.2 0.16 0.3 0.09 0.14
PowerTwoLoci Threshold 1.6 8 0.0001000 0.06 0.11 0.04 0.06 0.12 0.19 0.06 0.1 0.12 0.21 0.06 0.11 0.1 0.21 0.02 0.06
PowerTwoLoci Threshold 1.6 8 0.0001500 0.08 0.14 0.04 0.05 0.07 0.14 0.04 0.05 0.08 0.16 0.04 0.08 0.04 0.12 0 0.02
PowerTwoLoci Threshold 1.6 8 0.0002000 0.06 0.1 0.03 0.06 0.05 0.17 0.05 0.05 0.06 0.17 0.05 0.05 0.03 0.07 0.03 0.03
PowerTwoLoci Threshold 2.0 8 0.0000000 0.57 0.68 0.48 0.54 0.59 0.69 0.48 0.56 0.64 0.7 0.54 0.61 0.52 0.64 0.48 0.52
PowerTwoLoci Threshold 2.0 8 0.0000500 0.22 0.32 0.12 0.2 0.25 0.42 0.17 0.23 0.3 0.46 0.2 0.25 0.21 0.28 0.14 0.19
PowerTwoLoci Threshold 2.0 8 0.0001000 0.06 0.2 0.06 0.06 0.14 0.19 0.08 0.14 0.15 0.23 0.08 0.14 0.1 0.21 0.07 0.09
PowerTwoLoci Threshold 2.0 8 0.0001500 0.07 0.15 0.02 0.04 0.11 0.19 0.02 0.06 0.11 0.24 0.03 0.08 0.04 0.12 0.02 0.03
PowerTwoLoci Threshold 2.0 8 0.0002000 0.07 0.14 0.05 0.07 0.09 0.19 0.05 0.07 0.09 0.19 0.05 0.09 0.06 0.15 0.03 0.05
PowerTwoLoci Threshold 2.4 8 0.0000000 0.62 0.73 0.58 0.6 0.62 0.71 0.53 0.6 0.65 0.72 0.6 0.63 0.61 0.69 0.52 0.58
PowerTwoLoci Threshold 2.4 8 0.0000500 0.32 0.42 0.23 0.3 0.33 0.43 0.19 0.28 0.38 0.44 0.27 0.35 0.31 0.39 0.18 0.25
PowerTwoLoci Threshold 2.4 8 0.0001000 0.12 0.21 0.06 0.12 0.18 0.25 0.12 0.17 0.18 0.25 0.12 0.17 0.15 0.25 0.05 0.11
PowerTwoLoci Threshold 2.4 8 0.0001500 0.07 0.12 0.04 0.07 0.1 0.21 0.03 0.08 0.11 0.22 0.04 0.07 0.08 0.15 0.01 0.06
PowerTwoLoci Threshold 2.4 8 0.0002000 0.08 0.17 0.06 0.08 0.12 0.21 0.07 0.08 0.1 0.2 0.06 0.08 0.06 0.11 0.05 0.05
PowerTwoLoci Threshold 2.6 8 0.0000000 0.65 0.71 0.58 0.63 0.62 0.66 0.59 0.62 0.64 0.69 0.61 0.63 0.61 0.68 0.55 0.59
PowerTwoLoci Threshold 2.6 8 0.0000500 0.32 0.41 0.24 0.3 0.36 0.44 0.26 0.33 0.4 0.48 0.3 0.37 0.3 0.42 0.21 0.28
PowerTwoLoci Threshold 2.6 8 0.0001000 0.13 0.26 0.11 0.12 0.2 0.26 0.11 0.18 0.22 0.28 0.14 0.2 0.13 0.26 0.08 0.11
PowerTwoLoci Threshold 2.6 8 0.0001500 0.07 0.2 0.04 0.07 0.12 0.25 0.02 0.07 0.14 0.26 0.03 0.1 0.07 0.15 0.03 0.07
PowerTwoLoci Threshold 2.6 8 0.0002000 0.12 0.22 0.06 0.07 0.15 0.23 0.07 0.13 0.17 0.22 0.08 0.14 0.09 0.14 0.05 0.06
PowerTwoLoci Modified 1.2 8 0.0000000 0.5 0.56 0.43 0.48 0.51 0.6 0.44 0.48 0.53 0.62 0.48 0.52 0.47 0.56 0.4 0.46
PowerTwoLoci Modified 1.2 8 0.0000500 0.14 0.28 0.08 0.12 0.16 0.33 0.12 0.14 0.2 0.33 0.12 0.19 0.13 0.23 0.06 0.11
PowerTwoLoci Modified 1.2 8 0.0001000 0.07 0.18 0.03 0.05 0.1 0.15 0.03 0.08 0.11 0.17 0.03 0.08 0.08 0.14 0.03 0.05
PowerTwoLoci Modified 1.2 8 0.0001500 0.06 0.15 0.02 0.04 0.04 0.13 0.01 0.03 0.04 0.14 0.02 0.03 0.03 0.06 0.01 0.01
PowerTwoLoci Modified 1.2 8 0.0002000 0.07 0.13 0.03 0.04 0.05 0.15 0.04 0.05 0.07 0.13 0.05 0.06 0.04 0.14 0.03 0.04
PowerTwoLoci Modified 1.6 8 0.0000000 0.56 0.66 0.47 0.53 0.56 0.65 0.47 0.52 0.6 0.7 0.51 0.57 0.5 0.63 0.45 0.47
PowerTwoLoci Modified 1.6 8 0.0000500 0.18 0.28 0.11 0.12 0.18 0.36 0.11 0.14 0.23 0.38 0.12 0.2 0.16 0.3 0.09 0.14
PowerTwoLoci Modified 1.6 8 0.0001000 0.06 0.11 0.04 0.06 0.12 0.19 0.06 0.1 0.12 0.21 0.06 0.11 0.1 0.21 0.02 0.06
PowerTwoLoci Modified 1.6 8 0.0001500 0.08 0.14 0.04 0.05 0.07 0.14 0.04 0.05 0.08 0.16 0.04 0.08 0.04 0.12 0 0.02
PowerTwoLoci Modified 1.6 8 0.0002000 0.06 0.1 0.03 0.06 0.05 0.17 0.05 0.05 0.06 0.17 0.05 0.05 0.03 0.07 0.03 0.03
PowerTwoLoci Modified 2.0 8 0.0000000 0.57 0.68 0.48 0.54 0.59 0.69 0.48 0.56 0.64 0.7 0.54 0.61 0.52 0.64 0.48 0.52
PowerTwoLoci Modified 2.0 8 0.0000500 0.22 0.32 0.12 0.2 0.25 0.42 0.17 0.23 0.3 0.46 0.2 0.25 0.21 0.28 0.14 0.19
PowerTwoLoci Modified 2.0 8 0.0001000 0.06 0.2 0.06 0.06 0.14 0.19 0.08 0.14 0.15 0.23 0.08 0.14 0.1 0.21 0.07 0.09
PowerTwoLoci Modified 2.0 8 0.0001500 0.07 0.15 0.02 0.04 0.11 0.19 0.02 0.06 0.11 0.24 0.03 0.08 0.04 0.12 0.02 0.03
PowerTwoLoci Modified 2.0 8 0.0002000 0.07 0.14 0.05 0.07 0.09 0.19 0.05 0.07 0.09 0.19 0.05 0.09 0.06 0.15 0.03 0.05
PowerTwoLoci Modified 2.4 8 0.0000000 0.62 0.73 0.58 0.6 0.62 0.71 0.53 0.6 0.65 0.72 0.6 0.63 0.61 0.69 0.52 0.58
PowerTwoLoci Modified 2.4 8 0.0000500 0.32 0.42 0.23 0.3 0.33 0.43 0.19 0.28 0.38 0.44 0.27 0.35 0.31 0.39 0.18 0.25
PowerTwoLoci Modified 2.4 8 0.0001000 0.12 0.21 0.06 0.12 0.18 0.25 0.12 0.17 0.18 0.25 0.12 0.17 0.15 0.25 0.05 0.11
PowerTwoLoci Modified 2.4 8 0.0001500 0.07 0.12 0.04 0.07 0.1 0.21 0.03 0.08 0.11 0.22 0.04 0.07 0.08 0.15 0.01 0.06
PowerTwoLoci Modified 2.4 8 0.0002000 0.08 0.17 0.06 0.08 0.12 0.21 0.07 0.08 0.1 0.2 0.06 0.08 0.06 0.11 0.05 0.05
PowerTwoLoci Modified 2.6 8 0.0000000 0.65 0.71 0.58 0.63 0.62 0.66 0.59 0.62 0.64 0.69 0.61 0.63 0.61 0.68 0.55 0.59
PowerTwoLoci Modified 2.6 8 0.0000500 0.32 0.41 0.24 0.3 0.36 0.44 0.26 0.33 0.4 0.48 0.3 0.37 0.3 0.42 0.21 0.28
PowerTwoLoci Modified 2.6 8 0.0001000 0.13 0.26 0.11 0.12 0.2 0.26 0.11 0.18 0.22 0.28 0.14 0.2 0.13 0.26 0.08 0.11
PowerTwoLoci Modified 2.6 8 0.0001500 0.07 0.2 0.04 0.07 0.12 0.25 0.02 0.07 0.14 0.26 0.03 0.1 0.07 0.15 0.03 0.07
